StockCode,Description,total_products_sold,total_transactions,Revenue,total_customers_bought,Number_Countries_sold
21683,Medium medina stamped metal bowl,310,58,948.7,39,4
84915,Hand towel pink flower and daisy,217,23,372.33,8,3
22653,Button box,1906,252,3437,74,6
22223,Cake plate lovebird pink,441,78,1821.61,34,8
22837,Found,26,1,0,0,1
20973,12 pencil small tube woodland,4501,357,3212.87,192,12
35914,NULL,14,3,0,0,1
17136A,Blue stones on wire for candle,352,17,29.59,16,2
85161,Samples/damages,20,1,0,0,1
82613B,NULL,71,1,0,0,1
35951,NULL,57,1,0,0,1
21463,Mirrored disco ball,691,142,3651.95,77,3
90163A,Pink rosebud & pearl necklace,12,9,90.32,2,1
84746,NULL,67,1,0,0,1
22264,Felt farm animal white bunny,1561,96,736.98,38,5
23157,Check,212,1,0,0,1
23561,Set of 6 ribbons party,170,16,476,13,3
21232,Strawberry ceramic trinket box,10836,758,14532.08,298,17
22278,Overnight bag vintage rose paisley,411,181,2734.05,59,6
21675,Butterflies stickers,640,111,578.46,45,7
23330,Decorative wicker heart medium,1800,217,2294.47,158,4
62086A,Pink retro big flower bag,88,14,171.6,13,1
23400,NULL,1,1,0,0,1
21043,NULL,50,2,0,0,1
21889,Wooden box of dominoes,6417,590,8879.79,336,12
22353,NULL,88,2,0,0,1
22164,NULL,80,1,0,0,1
21452,Toadstool money box,846,197,2629.31,110,12
22251,Birdhouse decoration magic garden,728,140,909.49,67,1
21201,Tropical  honeycomb paper garland,1241,102,2990.37,44,3
72793,NULL,3,1,0,0,1
84251B,"Greeting card, sticky gordon",257,54,73.06,12,3
17164B,Ass col small sand gecko p'weight,27,9,11.34,9,1
85189,Hanging butterfly  egg,9,3,7.65,2,1
22405,Money box pocket money design,373,71,416.42,47,8
47559B,NULL,84,1,0,0,1
21904,House wrecking metal sign,50,23,105,21,1
17014A,Origami vanilla incense cones,155,8,71.19,7,1
22973,Children's circus parade mug,1277,149,2172.31,81,7
21594,Dr. jam's arouzer stress ball,2,2,8.34,0,1
20850,NULL,3,1,0,0,1
20686,NULL,95,1,0,0,1
22768,Family photo frame cornice,903,285,8613.89,186,7
85197,NULL,30,3,0,0,1
23604,Set 10 mini santa & snowman  17087,4,2,6.64,0,1
84966A,NULL,17,1,0,0,1
84945,Multi colour silver t-light holder,10648,366,8841.89,209,7
90165A,Pink rosebud pearl earrings,16,15,39.98,0,1
84388,Wise man star shape egg pan,24,6,13.14,6,1
21530,Dairy maid toastrack,838,112,817.76,65,3
21578,Woodland design  cotton tote bag,748,128,1662.26,68,15
22718,Card cat and tree,1657,170,727.31,70,6
84849A,Hello sailor blue soap holder,196,54,371.38,26,5
22152,Check,179,1,0,0,1
23492,Vintage jingle bells wreath,76,28,635.38,24,2
23206,Lunch bag apple design,12206,1049,20949.73,401,18
84944,Set of 6 kashmir folkart baubles,768,85,1215.96,62,4
21899,"Key fob , garage design",1946,136,1220.11,90,3
21519,Check,80,1,0,0,1
22050,Pink paisley rose gift wrap,1250,41,509,37,8
21143,Antique glass heart decoration,329,38,711.13,27,1
84817,Danish rose decorative plate,988,61,788.34,49,7
21908,Chocolate this way metal sign,3797,471,7806.82,220,11
21673,NULL,66,2,0,0,1
21187,White bell honeycomb paper garland,369,48,648.45,30,1
22483,Red gingham teddy bear,771,170,2305.89,91,11
23104,Ivory pantry hanging lamp,2,1,25,1,1
90205C,Large crystal diamante hairslide,29,15,48.21,3,2
85047,White beaded garland string 20light,6,4,37.3,4,1
84763,Zinc finish 15cm planter pots,601,57,748.34,39,1
22276,Wash bag vintage rose paisley,297,87,856.71,53,9
10120,Doggy rubber,192,29,40.32,25,2
22577,Wooden heart christmas scandinavian,10709,540,4158.41,344,8
84877B,Green round compact mirror,144,21,210.56,8,3
22999,Travel card wallet retro petals,1544,105,674.11,61,5
85215,NULL,120,1,0,0,1
22031,Botanical lavender birthday card,516,81,230.63,28,2
84993B,NULL,54,1,0,0,1
21991,Bohemian collage stationery set,647,212,1095.82,80,2
85123A,Wrongly marked carton 22804,256,1,0,0,1
90102,White frangipani hair clip,10,1,8.5,1,1
23400,Check,19,1,0,0,1
90214L,"Letter ""l"" bling key ring",94,37,65.04,4,1
23601,Set 10 cards snowy snowdrops  17100,8,4,19.92,0,1
90195A,Purple gemstone bracelet,19,10,122.84,7,1
17021,Namaste swagat incense,2391,47,632.34,30,2
21041,Red retrospot oven glove double,917,258,3897.83,100,5
21415,Clam shell small,219,46,446.02,25,2
90176B,Diamante necklace black,4,3,30.12,1,1
20798,Clear milkshake glass,40,6,82.2,6,1
47343A,NULL,16,1,0,0,1
23103,Bell heart decoration,252,9,387,9,1
22539,Mini jigsaw dolly girl,2918,136,1129.32,74,16
37370,NULL,18,1,0,0,1
23219,Laurel star antique silver,430,61,568.6,41,3
23462,Damages,34,1,0,0,1
20868,Silver fabric mirror,458,46,219.35,29,3
23539,Wall art loves' secret,239,39,1180.35,31,1
20756,NULL,70,1,0,0,1
22847,"Bread bin, diner style, ivory",4,1,59.8,1,1
20750,Red retrospot mini cases,1753,389,12682.68,235,22
gift_0001_20,Dotcomgiftshop gift voucher �20.00,10,9,167.05,0,1
21707,Folding umbrella blackblue polkadot,160,74,763.66,44,6
75172,NULL,35,1,0,0,1
23131,?,49,1,0,0,1
22948,Sold as set on dotcom,108,1,0,0,1
84875D,Found,5,1,0,0,1
35004C,Set of 3 coloured  flying ducks,430,47,2058.7,28,2
85061W,NULL,391,1,0,0,1
21559,Strawberry lunch box with cutlery,3949,585,9770.63,233,16
22817,Card suki birthday,2639,290,1114.81,79,6
35817P,"Acrylic jewel snowflake,pink",6,1,15.3,1,1
22745,Poppy's playhouse bedroom,2034,426,4689.09,216,15
20770,Abstract circle journal,184,72,447.25,24,3
22171,?,142,1,0,0,1
21888,Bingo set,1706,385,6715.79,211,11
35649,NULL,43,1,0,0,1
21746,Small red retrospot windmill,3090,229,3785.68,122,6
22988,Soldiers egg cup,9185,426,10991.09,198,4
90025F,Baroque butterfly earrings crystal,4,4,14.96,1,1
21412,Vintage gold tinsel reel,6,1,2.52,1,1
22100,Skulls square tissue box,755,59,354.82,34,4
23282,Folding butterfly mirror ivory,794,133,742.92,67,6
35810B,Enamel blue rim coffee container,165,28,184.88,18,6
84251G,"Greeting card, overcrowded pool.",270,53,74.7,15,4
23617,Set 10 cards swirly xmas tree 17104,2,1,5.82,0,1
85135A,Yellow dragonfly helicopter,19,8,151.05,6,1
85175,Dotcom sold sets,345,1,0,0,1
22120,Welcome  wooden block letters,535,190,5366.49,121,6
23037,Candle holder silver madeline,196,20,325.16,17,2
81952B,NULL,11,1,0,0,1
84905,Pink butterfly cushion cover,35,20,173.48,2,1
22851,Set 20 napkins fairy cakes design,2754,352,2379.69,198,9
22320,Birds mobile vintage design,198,77,1200.82,56,12
22518,Childs garden brush blue,365,83,783.54,44,5
23129,Heart shaped holly wreath,951,173,4003.65,138,10
22147,Check,80,1,0,0,1
23096,Petit tray chic,1033,146,1736.69,89,4
85049B,NULL,4,2,0,0,1
90051,Cracked glaze necklace red,10,7,70.16,3,1
20735,Black mini tape measure,624,113,625.8,11,2
22139,Amazon,15,1,0,0,1
20782,Camouflage ear muff headphones,53,27,368.08,12,2
85194S,Hanging spring flower egg small,1226,75,507.56,50,3
81950V,Flower purple clock w/sucker,5,3,4.25,3,1
21479,?,752,1,0,0,1
23327,Hanging clear mini bottle,1742,43,1055.86,33,3
84854,NULL,3,1,0,0,1
90159,Cote d'azure necklace,6,5,29.79,2,1
85185D,NULL,4,3,0,0,1
84726,NULL,14,1,0,0,1
90136,Pale pink/amethyst stone necklace,3,2,29.85,2,1
20984,NULL,58,1,0,0,1
21257,NULL,7,1,0,0,1
84358,Floor lamp shade wood base,33,13,312.7,6,1
90014B,Gold m.o.p. orbit necklace,2,2,5.9,2,1
84402B,Purple dress jewellery stand,61,3,48.19,3,2
84201B,Happy birthday card stripey teddy,13,2,2.47,2,1
84923,Pink butterfly handbag w bobbles,162,98,671.62,0,1
85169A,Ivory love bird candle,824,89,828.02,44,5
22289,Hanging metal chicken decoration,148,34,193.52,19,3
22456,Natural slate chalkboard large,1795,508,9861.47,220,4
23162,Regency tea strainer,1412,176,5143.69,96,9
84800L,Wet damaged,144,1,0,0,1
23623,Set 10 card christmas welcome 17112,8,6,23.28,0,1
23323,White wicker star,1472,297,3153.08,210,5
84968F,Check,20,1,0,0,1
22271,Feltcraft doll rosie,1709,303,5030.95,181,13
22711,Wrap circus parade,2952,105,1223.84,89,8
84569B,Pack 3 fire engine/car patches,85,19,118.4,11,4
23122,Party charms 50 pieces,2254,135,1728.58,90,9
22383,Lunch bag suki design,10446,1103,18916.83,400,12
22627,Mint kitchen scales,874,375,7639.1,194,17
16162L,NULL,84,2,0,0,1
21989,Pack of 20 skull paper napkins,2409,335,2233.1,130,12
90025D,Baroque butterfly earrings pink,3,3,11.19,0,1
21320,Broken,63,1,0,0,1
35095B,Red victorian fabric oval box,862,98,352.25,36,1
21287,Scented velvet lounge candle,1790,55,760.15,47,3
22740,Adjustment,89,1,0,0,1
21284,Retrospot candle  small,439,44,404.85,26,5
84872A,NULL,16,2,0,0,1
21890,S/6 wooden skittles in cotton bag,1153,236,3692.51,143,8
20763,Daisy sketchbook,73,27,205.04,24,2
22874,Number tile cottage garden 6,65,21,150.81,10,2
22371,Airline bag vintage tokyo 78,1109,405,5130.1,145,10
84051,Ass colour glowing tiaras,281,25,215.21,24,3
84596b,Small dolly mix design orange bowl,5046,528,2571.71,189,7
23072,Marie antoinette trinket box silver,406,32,1657.76,21,4
23245,Set of 3 regency cake tins,6435,910,31540.05,472,24
21716,Boys vintage tin seaside bucket,1433,245,3893.32,112,11
84077,World war 2 gliders asstd designs,56151,540,14067.93,307,14
22977,Dolly girl childrens egg cup,951,136,1253.86,98,5
21179,No junk mail metal sign,1952,267,1318.47,122,5
22613,Pack of 20 spaceboy napkins,1548,146,1231.11,82,9
22918,Herb marker parsley,1881,239,1283.15,130,8
22034,Robin christmas card,22,5,10.06,2,2
21385,Ivory hanging decoration  heart,3885,318,3444.15,153,5
84249A,Check,150,1,0,0,1
47586A,Pink fairy cake cushion cover,21,8,53.55,7,1
21311,Set/4 bird mirror magnets,486,53,189.16,40,2
21809,Christmas hanging tree with bell,1964,117,1117.92,72,4
21479,White skull hot water bottle,4101,503,21218.13,254,9
22930,Baking mould heart milk chocolate,1204,190,3048.4,120,9
21910,Way out metal sign,36,8,59.4,8,2
79030G,Damages,413,1,0,0,1
84666,NULL,5,1,0,0,1
22323,NULL,1,1,0,0,1
79063C,NULL,320,1,0,0,1
21484,NULL,219,1,0,0,1
84880,White wire egg holder,321,78,2067.84,51,4
21422,NULL,55,1,0,0,1
90011C,Green crystal drop earrings,2,2,5.8,0,1
21161,NULL,168,3,0,0,1
23359,Set of 12 t-lights vintage doily,929,73,1747.51,67,3
85232B,Set of 3 babushka stacking tins,529,19,2614.35,8,3
20674,Green polkadot bowl,1569,206,2023.73,101,12
84226,NULL,34,1,0,0,1
23342,Mint diner wall clock,372,163,3167.91,104,10
22971,Queens guard coffee mug,2447,277,5886.94,165,6
23378,Pack of 12 50's christmas tissues,3997,176,1840.08,127,6
90024B,New baroque b'fly necklace red,10,7,84.28,2,3
23406,Check,21,1,0,0,1
37503,Tea time cake stand in gift box,1,1,10.75,1,1
23392,Spaceboy rocket lolly makers,686,114,1524.95,70,10
84659A,White travel alarm clock,281,90,678.82,19,2
23530,"Wall art,only one person",6,1,29.7,1,1
90010B,NULL,50,1,0,0,1
71038,NULL,167,1,0,0,1
DCGS0072,NULL,1,1,0,0,1
20903,NULL,33,1,0,0,1
90025A,Baroque butterfly earrings black,2,2,7.5,2,1
22409,Money box biscuits design,229,58,300.97,36,7
84711A,Silver oval shape trinket box,25,17,221.8,7,3
21467,Cherry crochet food cover,266,106,1011.89,58,5
21071,Vintage billboard drink me mug,997,178,1386.64,72,3
17090D,NULL,10,1,0,0,1
20760,Garden path pocket book,69,21,58.65,18,2
23434,3 raffia ribbons 50's christmas,2105,200,1892.07,129,8
21031,Space cadet black,52,19,64.24,9,2
84967B,NULL,1,1,0,0,1
22048,Birthday banquet gift wrap,1000,33,404,32,5
85208,Check,22,1,0,0,1
20966,NULL,195,4,0,0,1
23031,Drawer knob crackle glaze pink,1286,162,2165.5,93,9
21926,Red/cream stripe cushion cover,428,62,527.4,35,3
23250,Vintage red trim enamel bowl,1276,116,1642.83,64,9
84415B,Blue flock cushion cover,8,3,20,2,2
35651,Vintage bead pink scarf,463,59,1005.64,29,3
21892,Traditional wooden catch cup game,3205,414,4333.41,235,10
21777,NULL,15,2,0,0,1
84801A,Check,102,1,0,0,1
22859,Easter tin bunny bouquet,1235,164,2055.87,112,12
84931A,Pink scottie dog w flower pattern,133,51,317.44,20,4
22124,Set of 2 tea towels ping microwave,149,76,306.16,14,3
72140F,Throw away,5368,1,0,0,1
22476,Empire union jack tv dinner tray,889,127,2878.81,61,6
21686,NULL,2,1,0,0,1
23116,Vegetable garden chopping board,76,22,382.44,17,3
90068,"Ruby glass necklace 42""",1,1,7.5,0,1
22615,Pack of 12 circus parade tissues,2085,103,664.83,61,9
21634,Assorted mini madras notebook,976,28,481.95,22,3
90214K,"Letter ""k"" bling key ring",78,38,60.7,6,1
20675,Blue polkadot bowl,3132,324,3998.12,150,15
90069,Ruby glass cluster necklace,2,1,15,1,1
84913B,Mint green rose towel,196,86,754.07,19,5
23202,Jumbo bag vintage leaf,11183,885,22252.89,377,11
23103,Jingle bell heart decoration,3848,359,6505.36,224,6
84968A,Set of 16 vintage rose cutlery,282,104,3392.13,32,5
47593B,Scottie dogs baby bib,1993,246,951.11,68,9
84906,Pink b'fly c/cover w bobbles,12,7,78.17,6,2
21700,NULL,110,1,0,0,1
90177B,Drop diamante earrings black diamon,14,7,41.01,2,1
23084,Temp adjustment,484,1,0,0,1
47590A,Blue happy birthday bunting,2014,393,10606.55,228,17
21506,"Fancy font birthday card,",4934,324,2090.93,171,9
35610C,Thrown away.,1121,1,0,0,1
23165,Large ceramic top storage jar,3216,298,5295.56,167,9
84975,NULL,1,1,0,0,1
81953P,NULL,7,1,0,0,1
22963,Jam jar with blue lid,24,1,17.28,1,1
35004G,Set of 3 gold flying ducks,129,22,458.55,17,2
22806,Set of 6 t-lights wedding cake,260,38,677.04,28,3
35910B,Pink flowers rabbit easter,13,3,25.35,3,2
22419,Lipstick pen red,3344,273,1675.62,94,7
90071,Ruby glass cluster earrings,44,33,54.62,1,1
22956,36 foil heart cake cases,2202,201,4266.59,145,15
21528,Dairy maid traditional teapot,229,121,1650.87,62,4
35916C,Pink felt hanging heart w flower,106,20,107.72,5,2
84760S,Small hanging glass+zinc lantern,43,8,62.35,8,1
21644,Found,144,1,0,0,1
85232D,Mix up with c,118,1,0,0,1
85036C,Rose 1 wick morris boxed candle,935,87,1299.11,66,2
84751B,NULL,24,1,0,0,1
35818B,NULL,53,1,0,0,1
23287,Red vintage spot beaker,1930,200,1646.74,115,13
23118,Breakages,30,1,0,0,1
23022,Small bonne jam jar  t-light holder,452,24,870.56,19,2
22458,Cast iron hook garden fork,523,23,1421.83,12,1
21356,Toast its - fairy flower,642,151,703.3,37,6
22306,Silver mug bone china tree of life,1179,115,1444.55,85,6
85103,Stock creditted wrongly,32,1,0,0,1
21913,Vintage seaside jigsaw puzzles,401,150,1577.08,72,5
21578,NULL,231,2,0,0,1
21462,"Nursery a,b,c painted letters",198,73,932.4,57,4
79151B,"Silicon cube 25w, blue",11,2,4.62,2,1
47566b,Tea time party bunting,4002,474,16619.37,193,11
21258,Victorian sewing box large,596,182,8354.55,63,5
72818,NULL,52,3,0,0,1
85045,NULL,22,2,0,0,1
72807B,Damages,101,1,0,0,1
90114,Summer daisies bag charm,167,88,417.96,11,2
20857,Blue rose patch purse pink butterfl,47,9,77.55,7,1
18098C,NULL,150,2,0,0,1
23196,Reto leaves magnetic shopping list,36,3,52.2,3,1
21258,?,29,1,0,0,1
84802B,NULL,125,1,0,0,1
22755,Small purple babushka notebook,1687,251,1187.96,110,8
21507,Elephant birthday card,1122,96,479.82,63,6
21621,NULL,30,1,0,0,1
22049,Wrap christmas screen print,1075,34,302,27,3
21363,Home small wood letters,257,131,1473.24,68,2
22650,Ceramic pirate chest money bank,855,146,1325.05,78,8
21192,Check,164,1,0,0,1
22188,Black heart card holder,4871,190,12487.17,123,4
85014A,Black/blue polkadot umbrella,1187,293,6939.74,184,11
90130D,Red stone/crystal earrings,3,3,8.7,0,1
85036A,NULL,82,1,0,0,1
22763,Key cabinet ma campagne,211,111,2226.07,76,6
22440,Balloon water bomb pack of 35,6020,155,2379.24,100,6
90129F,Red glass tassle bag charm,40,16,88.03,5,1
81950B,NULL,23,1,0,0,1
23582,Vintage doily jumbo bag red,4923,262,10429.09,186,10
21217,Red retrospot round cake tins,1097,351,11611.99,169,15
22734,Set of 6 ribbons vintage christmas,3291,426,10696.74,278,12
21015,Dark bird house tree decoration,1487,143,590.71,59,5
90209B,NULL,1,1,0,0,1
21395,Blue polkadot beaker,2848,93,1142.96,63,8
84798B,Purple foxglove artiifcial flower,15,4,38.25,2,2
84824,Danish rose umbrella stand,2,2,31.9,2,1
21614,NULL,51,2,0,0,1
90042C,Freshwater pearl bracelet ivory,5,5,12.7,0,1
84247L,Fawn and mushroom greeting card,128,19,62.06,8,3
22547,Mini jigsaw dinosaur,811,102,339.07,41,6
85224,Assorted colour silk glasses case,3,1,6.3,1,1
90212B,Jet black las vegas bracelet round,10,8,37.62,1,1
23350,Roll wrap vintage spot,2736,307,3475.08,205,8
22618,Cooking set retrospot,89,31,845.71,25,2
21361,Love large wood letters,110,71,1556.96,43,2
22444,NULL,553,4,0,0,1
23042,Paper lantern 7 point snow star,113,29,778.01,25,1
23626,Set 10 cards dinky tree 17076,43,16,107.07,0,1
23170,Regency tea plate roses,7575,457,12143.55,225,15
23396,La jardin botanique cushion cover,87,28,375.53,23,5
20816,Gold flower cushion cover,8,2,15.6,1,1
84805B,Wet damaged,96,1,0,0,1
22827,NULL,12,2,0,0,1
85096,Label mix up,59,1,0,0,1
21448,NULL,40,1,0,0,1
47013C,NULL,4,1,0,0,1
37500,Tea time teapot in gift box,383,116,2385.53,53,8
85184C,S/4 valentine decoupage heart box,1483,131,2440.09,82,5
22260,Felt egg cosy blue rabbit,556,105,580.84,37,5
20892,NULL,34,3,0,0,1
90022,Edwardian drop earrings jet black,28,21,105.2,4,2
22214,Candle plate lace white,193,56,416.6,18,4
77101A,Union flag windsock,387,22,426.94,16,1
21280,Vintage kitchen print vegetables,65,12,165.75,12,2
22281,Easter tree yellow birds,131,63,929.44,35,4
22195,Large heart measuring spoons,1977,374,3722.31,148,14
84415A,NULL,11,1,0,0,1
16008,Check,1510,1,0,0,1
71101E,Standing fairy pole support,346,22,278.5,17,3
90013C,Green vintage earrings,39,28,158.08,4,2
85064,NULL,13,2,0,0,1
21109,"Large cake towel, chocolate spots",11,8,101.53,4,1
21682,?display?,156,1,0,0,1
22028,NULL,50,2,0,0,1
22761,Chest 7 drawer ma campagne,38,27,939.28,21,4
84801B,White hydrangea art flower,22,3,46.2,3,1
23071,Marie antoienett trinket box gold,1,1,12.5,1,1
22245,"Hook, 1 hanger ,magic garden",1267,100,1074.25,44,7
21671,Red spot ceramic drawer knob,4554,383,6269.6,166,14
23189,Set of 12 fork candles,1250,142,3510.4,89,8
23045,Paper lantern 5 point star moon,128,21,539.48,17,3
22073,Red retrospot storage jar,346,71,1381.14,38,7
22331,Woodland party bag + sticker set,1842,185,2978.44,103,11
40016,?,752,1,0,0,1
84804B,NULL,96,1,0,0,1
23353,6 gift tags vintage christmas,4031,329,3529.97,227,11
85170C,Set/6 eau de nil bird t-lights,335,72,608.53,26,2
85127,Small square cut glass candlestick,192,52,1131.29,17,3
23396,Butterfly cushion cover,8,2,30,2,1
22052,Vintage caravan gift wrap,700,29,294,22,3
21336,Gold washbag,27,10,54.57,3,1
82545A,NULL,4,1,0,0,1
22454,NULL,20,1,0,0,1
90003B,Rose colour pair heart hair slides,19,11,71.31,3,2
84760S,NULL,2,1,0,0,1
84279P,Check,104,1,0,0,1
23036,T-light holder silver petit four,184,16,232.42,14,1
21408,Spotty pink duck doorstop,287,118,1291.31,50,5
75178,Asstd col butterfly/crystal w/chime,459,13,218.87,6,1
85169C,Eau de nil love bird candle,441,47,467.86,14,3
22470,Heart of wicker large,9956,942,30287.61,487,6
21213,Pack of 72 skull cake cases,15217,664,8440.99,295,17
20854,NULL,82,2,0,0,1
22966,Gingerbread man cookie cutter,7445,672,9208.4,388,15
22961,Jam making set printed,16727,1174,26063.53,538,25
84673B,Blue fly swat,179,66,156.63,31,3
84876B,Green heart compact mirror,218,33,315.81,17,2
84575A,Pink dog cannister,15,5,45.25,4,1
72817,Dotcomstock,4,1,0,0,1
22267,Easter decoration egg bunny,836,83,673.17,67,3
90101,White frangipani necklace,45,18,113.37,3,2
75013B,"String of 8 butterflies,pink",25,6,41.25,6,2
35810A,Enamel pink coffee container,633,75,640.09,46,10
23491,Vintage jingle bells heart,229,79,1906.01,64,3
37462E,"Pet mug, goldfish",36,12,13.1,4,1
85199L,?,250,1,0,0,1
17191A,Rose flower candle+incense 16x16cm,4,2,15,1,1
23183,Mother's kitchen spoon rest,234,87,997.17,45,7
85099C,Jumbo  bag baroque black white,14181,947,28558.62,306,14
